Region name ,Local Authority Code,Local authority name,cx,cy,Year,Median House Price,Median House Earnings,Affordability Ratio
West Midlands,E06000019,"Herefordshire, County of",-2.300134096,51.72963652,2021,275000,29243,9.4
West Midlands,E06000020,Telford and Wrekin,-2.088020906,51.94558768,2021,207950,28169,7.38
West Midlands,E06000021,Stoke-on-Trent,-1.201244159,51.27348604,2021,135000,26487,5.1
West Midlands,E06000051,Shropshire,-0.95483852,51.0744378,2021,255500,29517,8.66
West Midlands,E07000192,Cannock Chase,-1.327904779,50.93309664,2021,197500,29368,6.73
West Midlands,E07000193,East Staffordshire,-1.226221305,50.8524203,2021,218000,28054,7.77
West Midlands,E07000194,Lichfield,-1.158812768,50.80548305,2021,276975,35042,7.9
West Midlands,E07000195,Newcastle-under-Lyme,-0.897883065,51.28474992,2021,169995,29584,5.75
West Midlands,E07000196,South Staffordshire,-0.989837407,50.83874512,2021,265000,32949,8.04
West Midlands,E07000197,Stafford,-1.625525482,50.85859358,2021,230000,31346,7.34
West Midlands,E07000198,Staffordshire Moorlands,-0.767550882,51.27424876,2021,200000,31295,6.39
West Midlands,E07000199,Tamworth,-1.511029682,51.1284833,2021,225000,27523,8.17
West Midlands,E07000218,North Warwickshire,-1.221369927,51.02823248,2021,250000,31145,8.03
West Midlands,E07000219,Nuneaton and Bedworth,-0.048278215,51.72431754,2021,209973,28853,7.28
West Midlands,E07000220,Rugby,-0.540983785,51.77833683,2021,268100,33386,8.03
West Midlands,E07000221,Stratford-on-Avon,-0.280656855,51.67740519,2021,350000,34610,10.11
West Midlands,E07000222,Warwick,-0.192412242,51.95931788,2021,335000,36238,9.24
West Midlands,E07000234,Bromsgrove,-0.460778533,51.66126119,2021,320000,34593,9.25
West Midlands,E07000235,Malvern Hills,-0.402759346,51.66808894,2021,317000,31566,10.04
West Midlands,E07000236,Redditch,0.81191686,51.12520995,2021,239250,25723,9.3
West Midlands,E07000237,Worcester,1.101422554,51.28328431,2021,230000,29987,7.67
West Midlands,E07000238,Wychavon,0.2540746,51.43142598,2021,305000,28219,10.81
West Midlands,E07000239,Wyre Forest,1.289170214,51.21240819,2021,220000,28700,7.67
West Midlands,E08000025,Birmingham,0.396045524,51.40558903,2021,210000,28884,7.27
West Midlands,E08000026,Coventry,0.580573702,51.23479262,2021,202500,30663,6.6
West Midlands,E08000027,Dudley,0.171701145,51.27599765,2021,200000,29298,6.83
West Midlands,E08000028,Sandwell,0.995724342,51.054408,2021,174000,26615,6.54
West Midlands,E08000029,Solihull,0.812481002,51.34171891,2021,325000,35515,9.15
West Midlands,E08000030,Walsall,1.340396403,51.35426394,2021,187000,28444,6.57
West Midlands,E08000031,Wolverhampton,0.357090525,51.27296673,2021,178000,27993,6.36
East of England,E06000031,Peterborough,0.430918392,51.11408369,2021,222000,28644,7.75
East of England,E06000032,Luton,-2.221402157,53.77886155,2021,272000,28893,9.41
East of England,E06000033,Southend-on-Sea,-2.648161855,53.66120381,2021,323500,35646,9.08
East of England,E06000034,Thurrock,-2.922332455,53.784236,2021,320000,35077,9.12
East of England,E06000055,Bedford,-2.389563336,53.75887795,2021,305000,31039,9.83
East of England,E06000056,Central Bedfordshire,-2.714570992,54.06913539,2021,340000,35000,9.71
East of England,E07000008,Cambridge,-2.185645787,53.86547477,2021,450000,36868,12.21
East of England,E07000009,East Cambridgeshire,-2.697257226,53.81153827,2021,325000,32454,10.01
East of England,E07000010,Fenland,-2.445112004,53.90724193,2021,215000,27148,7.92
East of England,E07000011,Huntingdonshire,-2.266892572,53.69404607,2021,300000,30521,9.83
East of England,E07000012,South Cambridgeshire,-2.710691477,53.72807753,2021,396995,39441,10.07
East of England,E07000066,Basildon,-2.882483652,53.6095753,2021,340000,32749,10.38
East of England,E07000067,Braintree,-2.853666495,53.90293103,2021,315000,31900,9.87
East of England,E07000068,Brentwood,-1.221576853,52.57168276,2021,475000,34719,13.68
East of England,E07000069,Castle Point,-1.14633676,52.73704582,2021,335000,32392,10.34
East of England,E07000070,Chelmsford,-1.007699842,52.53951562,2021,380000,37221,10.21
East of England,E07000071,Colchester,-1.390600303,52.61663473,2021,305000,30974,9.85
East of England,E07000072,Epping Forest,-0.855997158,52.79672433,2021,500000,36543,13.68
East of England,E07000073,Harlow,-1.405140341,52.753195,2021,315000,28139,11.19
East of England,E07000074,Maldon,-1.093311627,52.58698967,2021,360000,35261,10.21
East of England,E07000075,Rochford,-0.0217859,52.97429147,2021,367500,38791,9.47
East of England,E07000076,Tendring,0.029920432,53.24995025,2021,265000,30053,8.82
East of England,E07000077,Uttlesford,-0.554931188,53.22472406,2021,440000,36096,12.19
East of England,E07000095,Broxbourne,-0.445942716,53.08121531,2021,395000,34609,11.41
East of England,E07000096,Dacorum,-0.031965865,52.79785002,2021,425000,33962,12.51
East of England,E07000098,Hertsmere,-0.51836719,52.8547449,2021,530000,35325,15
East of England,E07000099,North Hertfordshire,-0.477428025,53.39286308,2021,397500,38413,10.35
East of England,E07000102,Three Rivers,0.836890107,52.58811364,2021,495000,33935,14.59
East of England,E07000103,Watford,1.309592347,52.70135623,2021,395000,31108,12.7
East of England,E07000143,Breckland,1.661431393,52.64083725,2021,251983,26941,9.35
East of England,E07000144,Broadland,0.47064174,52.7271544,2021,275000,29171,9.43
East of England,E07000145,Great Yarmouth,1.169508909,52.85044968,2021,208000,27294,7.62
East of England,E07000146,King's Lynn and West Norfolk,1.279418606,52.6322924,2021,255000,28124,9.07
East of England,E07000147,North Norfolk,1.275850453,52.51448675,2021,295000,28011,10.53
East of England,E07000148,Norwich,-2.174315011,54.07988758,2021,218000,29175,7.47
East of England,E07000149,South Norfolk,-1.319320546,54.28734471,2021,283500,31492,9
East of England,E07000200,Babergh,-1.595746175,54.06710448,2021,320000,30000,10.67
East of England,E07000202,Ipswich,-1.934005521,54.36151461,2021,225000,28244,7.97
East of England,E07000203,Mid Suffolk,-0.85166028,54.21044451,2021,300000,30000,10
East of England,E07000240,St Albans,-0.635270931,54.36642403,2021,580000,45451,12.76
East of England,E07000241,Welwyn Hatfield,-1.135296661,53.7874786,2021,415000,31918,13
East of England,E07000242,East Hertfordshire,-1.258340202,53.09175983,2021,430000,38996,11.03
East of England,E07000243,Stevenage,-0.958783563,53.33290258,2021,305000,27475,11.1
East of England,E07000244,East Suffolk,-1.26201293,52.97566594,2021,275000,28934,9.5
East of England,E07000245,West Suffolk,-1.11934704,53.02855422,2021,275000,29137,9.44
London,E09000001,City of London,-1.173739703,53.17095784,2021,756250,:,:
London,E09000002,Barking and Dagenham,-0.91989131,53.12402029,2021,335000,32668,10.25
London,E09000003,Barnet,-1.037443181,52.90065362,2021,572000,35719,16.01
London,E09000004,Bexley,-1.27610071,51.95856152,2021,390000,37074,10.52
London,E09000005,Brent,-1.241704101,51.75474979,2021,525000,34130,15.38
London,E09000006,Bromley,-1.071041234,51.63382565,2021,496000,41427,11.97
London,E09000007,Camden,-1.440861855,51.63425356,2021,765000,39994,19.13
London,E09000008,Croydon,-1.506881793,51.83767299,2021,415000,36309,11.43
London,E09000009,Ealing,-2.544350678,51.20284921,2021,520500,35028,14.86
London,E09000010,Enfield,-2.953262913,51.18488562,2021,460000,35816,12.84
London,E09000011,Greenwich,-2.709901213,50.98792153,2021,460000,35590,12.92
London,E09000012,Hackney,-1.980491882,52.71241859,2021,597688,36241,16.49
London,E09000013,Hammersmith and Fulham,-1.81201615,52.86308344,2021,775000,39559,19.59
London,E09000014,Haringey,-1.804757128,52.68787378,2021,550000,36518,15.06
London,E09000015,Harrow,-2.317909601,52.99374399,2021,530000,38712,13.69
London,E09000016,Havering,-2.176525036,52.62500287,2021,400000,35891,11.14
London,E09000017,Hillingdon,-2.176191074,52.84820474,2021,455000,35882,12.68
London,E09000018,Hounslow,-1.981587362,53.07915595,2021,455000,32548,13.98
London,E09000019,Islington,-1.676701947,52.6262752,2021,645000,43236,14.92
London,E09000020,Kensington and Chelsea,0.914959047,52.05074378,2021,1250000,50457,24.77
London,E09000021,Kingston upon Thames,1.159292255,52.05520695,2021,527000,40362,13.06
London,E09000022,Lambeth,1.092631373,52.24679544,2021,562000,40572,13.85
London,E09000023,Lewisham,-0.39198564,51.35716789,2021,470000,35316,13.31
London,E09000024,Merton,-0.261601077,51.33938795,2021,545000,34299,15.89
London,E09000025,Newham,-0.562222705,51.24797863,2021,435000,34920,12.46
London,E09000026,Redbridge,-0.32564805,51.2121891,2021,490000,36986,13.25
London,E09000027,Richmond upon Thames,-0.19181452,51.25334988,2021,700000,43570,16.07
London,E09000028,Southwark,-0.540821274,51.393303,2021,555000,38087,14.57
London,E09000029,Sutton,-0.467453203,51.42443395,2021,428000,36498,11.73
London,E09000030,Tower Hamlets,-0.671211347,51.3433395,2021,570000,40488,14.08
London,E09000031,Waltham Forest,-0.043495129,51.22696644,2021,497663,36181,13.75
London,E09000032,Wandsworth,-0.633469278,51.15013356,2021,645000,43590,14.8
London,E09000033,Westminster,-0.560499564,51.31452608,2021,868000,42062,20.64
South East,E06000035,Medway,-1.627622745,52.54712328,2021,280000,30154,9.29
South East,E06000036,Bracknell Forest,-1.475538461,52.50109525,2021,380000,36112,10.52
South East,E06000037,West Berkshire,-1.32820046,52.38445519,2021,380000,34076,11.15
South East,E06000038,Reading,-1.622627172,52.17861308,2021,320000,36417,8.79
South East,E06000039,Slough,-1.58320889,52.31016755,2021,350000,34399,10.17
South East,E06000040,Windsor and Maidenhead,-0.298974066,50.8437563,2021,510000,38730,13.17
South East,E06000041,Wokingham,-0.568039098,50.84056369,2021,450000,38927,11.56
South East,E06000042,Milton Keynes,-0.742537073,50.93730724,2021,323000,33967,9.51
South East,E06000043,Brighton and Hove,-0.182070165,51.12556003,2021,407500,32710,12.46
South East,E06000044,Portsmouth,-0.36700229,50.9934095,2021,237000,29215,8.11
South East,E06000045,Southampton,-0.127444733,51.02046572,2021,233000,30929,7.53
South East,E06000046,Isle of Wight,-0.396273284,50.82872755,2021,260000,27418,9.48
South East,E06000060,Buckinghamshire,-2.016741484,52.36216772,2021,435000,35302,12.32
South East,E07000061,Eastbourne,-2.346178432,52.18309464,2021,272500,28321,9.62
South East,E07000062,Hastings,-1.951203011,52.28226014,2021,270000,26656,10.13
South East,E07000063,Lewes,-2.210907183,52.1962851,2021,375000,34090,11
South East,E07000064,Rother,-2.051236204,52.16495473,2021,347000,29922,11.6
South East,E07000065,Wealden,-2.275643567,52.37964859,2021,370000,31024,11.93
South East,E07000084,Basingstoke and Deane,-0.342835545,51.77235326,2021,335000,36751,9.12
South East,E07000085,East Hampshire,-0.194360481,51.76773796,2021,410000,33828,12.12
South East,E07000086,Eastleigh,-0.00870922,51.86504088,2021,320000,34908,9.17
South East,E07000087,Fareham,-0.190778925,51.90532164,2021,320000,37110,8.62
South East,E07000088,Gosport,1.462236463,52.23722196,2021,230000,31425,7.32
South East,E07000089,Hart,0.621904761,52.27783559,2021,430000,40102,10.72
South East,E07000090,Havant,-3.362799711,51.08681537,2021,312500,28985,10.78
South East,E07000091,New Forest,-2.466855489,53.5785946,2021,380000,31942,11.9
South East,E07000092,Rushmoor,-2.312187462,53.5876146,2021,322750,35075,9.2
South East,E07000093,Test Valley,-2.232642064,53.45090617,2021,337000,33198,10.15
South East,E07000094,Winchester,-2.051716708,53.55197818,2021,465000,37029,12.56
South East,E07000105,Ashford,-2.157977236,53.61640542,2021,320000,29419,10.88
South East,E07000106,Canterbury,-2.370645819,53.48955544,2021,344498,30368,11.34
South East,E07000107,Dartford,-2.128115394,53.39381984,2021,335000,33413,10.03
South East,E07000108,Dover,-2.062595076,53.4778151,2021,280000,30223,9.26
South East,E07000109,Gravesham,-2.354567889,53.41944272,2021,330000,31197,10.58
South East,E07000110,Maidstone,-2.589304302,53.52438255,2021,348000,32000,10.88
South East,E07000111,Sevenoaks,-2.833810968,53.42577631,2021,440000,38457,11.44
South East,E07000112,Folkestone and Hythe,-2.916827009,53.39563214,2021,304750,31964,9.53
South East,E07000113,Swale,-2.722573442,53.45947892,2021,286000,31580,9.06
South East,E07000114,Thanet,-3.015411693,53.56598673,2021,285000,27885,10.22
South East,E07000115,Tonbridge and Malling,-3.092490981,53.36832384,2021,375000,36669,10.23
South East,E07000116,Tunbridge Wells,-1.532427925,53.53591856,2021,435000,35603,12.22
South East,E07000177,Cherwell,-1.095316654,53.54441256,2021,335000,34267,9.78
South East,E07000178,Oxford,-1.286167732,53.40895027,2021,435000,34909,12.46
South East,E07000179,South Oxfordshire,-1.550165536,53.40416175,2021,440000,36705,11.99
South East,E07000180,Vale of White Horse,-1.65780706,55.00783594,2021,375000,35447,10.58
South East,E07000181,West Oxfordshire,-1.517595021,55.02809923,2021,367200,31895,11.51
South East,E07000207,Elmbridge,-1.443736794,54.96345859,2021,625000,42190,14.81
South East,E07000208,Epsom and Ewell,-1.452232617,54.8805122,2021,518000,35287,14.68
South East,E07000209,Guildford,-1.874388371,52.4885375,2021,485000,40129,12.09
South East,E07000210,Mole Valley,-1.520150359,52.41735056,2021,555000,35677,15.56
South East,E07000211,Reigate and Banstead,-2.108118761,52.48313905,2021,458000,37680,12.15
South East,E07000212,Runnymede,-2.008505062,52.51582047,2021,440000,36611,12.02
South East,E07000213,Spelthorne,-1.727800153,52.41279379,2021,425000,38860,10.94
South East,E07000214,Surrey Heath,-1.966464676,52.59915138,2021,445000,42272,10.53
South East,E07000215,Tandridge,-2.120607317,52.58899967,2021,475000,37949,12.52
South East,E07000216,Waverley,-1.854799841,53.84480387,2021,525000,40699,12.9
South East,E07000217,Woking,-1.973799757,53.72119003,2021,440000,37265,11.81
South East,E07000223,Adur,-1.763291967,53.62742237,2021,350000,27685,12.64
South East,E07000224,Arun,-1.50588865,53.8255701,2021,325000,28778,11.29
South East,E07000225,Chichester,-1.411514615,53.66071437,2021,405000,30110,13.45
South East,E07000226,Crawley,-1.683691689,54.93541833,2021,310000,31360,9.89
South East,E07000227,Horsham,-0.09139891,51.51387518,2021,420000,34472,12.18
South East,E07000228,Mid Sussex,0.133734378,51.54382086,2021,410000,35038,11.7
South East,E07000229,Worthing,-0.209097776,51.61599733,2021,327556,30120,10.88
South West,E06000022,Bath and North East Somerset,0.142777628,51.46092515,2021,365750,30203,12.11
South West,E06000023,"Bristol, City of",-0.267642915,51.55940618,2021,312000,32257,9.67
South West,E06000024,North Somerset,0.051075423,51.37209202,2021,302000,29834,10.12
South West,E06000025,South Gloucestershire,-0.15650519,51.54561306,2021,302500,31518,9.6
South West,E06000026,Plymouth,-0.08701249,51.35543964,2021,195000,25896,7.53
South West,E06000027,Torbay,-0.330330305,51.52234244,2021,232000,26392,8.79
South West,E06000030,Swindon,-0.087449771,51.65109953,2021,245000,30595,8.01
South West,E06000052,Cornwall,0.055474556,51.47432114,2021,275000,25595,10.74
South West,E06000053,Isles of Scilly,-0.063716753,51.55221341,2021,450000,:,:
South West,E06000054,Wiltshire,-0.221958108,51.49561249,2021,300000,30513,9.83
South West,E06000058,"Bournemouth, Christchurch and Poole",-0.107074718,51.59012717,2021,320000,28674,11.16
South West,E06000059,Dorset,-0.342398985,51.59821634,2021,330000,30086,10.97
South West,E07000040,East Devon,0.22076512,51.56309348,2021,310000,29302,10.58
South West,E07000041,Exeter,-0.445468857,51.54091423,2021,277500,30183,9.19
South West,E07000042,Mid Devon,-0.366019011,51.46859919,2021,274950,28457,9.66
South West,E07000043,North Devon,-0.110016873,51.54867902,2021,280000,26118,10.72
South West,E07000044,South Hams,-0.191895721,51.50057945,2021,350000,31339,11.17
South West,E07000045,Teignbridge,-0.286456134,51.38690897,2021,280000,27384,10.22
South West,E07000046,Torridge,-0.118775801,51.45429456,2021,265000,26948,9.83
South West,E07000047,West Devon,-0.020137242,51.44870508,2021,290000,25756,11.26
South West,E07000078,Cheltenham,-0.195734244,51.41025584,2021,310000,34095,9.09
South West,E07000079,Cotswold,0.037871856,51.52687365,2021,410051,30927,13.26
South West,E07000080,Forest of Dean,0.075865582,51.58511859,2021,272998,29472,9.26
South West,E07000081,Gloucester,-0.312616093,51.44260645,2021,225000,27512,8.18
South West,E07000082,Stroud,-0.074478372,51.47383789,2021,310250,30158,10.29
South West,E07000083,Tewkesbury,-0.177749907,51.361997,2021,300000,32594,9.2
South West,E07000187,Mendip,-0.034247986,51.51600279,2021,295000,28469,10.36
South West,E07000188,Sedgemoor,-0.01310028,51.59377006,2021,245000,27716,8.84
South West,E07000189,South Somerset,-0.187237692,51.45227037,2021,260000,30143,8.63
South West,E07000246,Somerset West and Taunton,-0.160511287,51.51353663,2021,264000,28578,9.24
Wales,W06000001,Isle of Anglesey,-4.37472181,53.28617979,2021,203750,28750,7.09
Wales,W06000002,Gwynedd,-4.024941446,52.89502809,2021,176000,24752,7.11
Wales,W06000003,Conwy,-3.735824836,53.14080306,2021,195000,28624,6.81
Wales,W06000004,Denbighshire,-3.354402384,53.09174947,2021,180000,26780,6.72
Wales,W06000005,Flintshire,-3.163560806,53.21825045,2021,185000,30038,6.16
Wales,W06000006,Wrexham,-3.017385479,52.99025997,2021,172000,27797,6.19
Wales,W06000008,Ceredigion,-4.072462565,52.2560194,2021,215000,27919,7.7
Wales,W06000009,Pembrokeshire,-4.886152911,51.85369052,2021,195200,29562,6.6
Wales,W06000010,Carmarthenshire,-4.163230903,51.89922016,2021,167998,29795,5.64
Wales,W06000011,Swansea,-4.061362498,51.64144135,2021,174500,28840,6.05
Wales,W06000012,Neath Port Talbot,-3.743376404,51.68003448,2021,135000,30620,4.41
Wales,W06000013,Bridgend,-3.600279809,51.55604066,2021,177000,29673,5.97
Wales,W06000014,Vale of Glamorgan,-3.39990784,51.44488173,2021,255000,29618,8.61
Wales,W06000015,Cardiff,-3.200572838,51.50867207,2021,240500,29277,8.21
Wales,W06000016,Rhondda Cynon Taf,-3.436233101,51.65110363,2021,134950,27805,4.85
Wales,W06000018,Caerphilly,-3.204795023,51.65314831,2021,155000,29273,5.29
Wales,W06000019,Blaenau Gwent,-3.194049323,51.76642193,2021,108500,27756,3.91
Wales,W06000020,Torfaen,-3.053352197,51.69905727,2021,170000,26550,6.4
Wales,W06000021,Monmouthshire,-2.867501903,51.75787214,2021,291498,34075,8.55
Wales,W06000022,Newport,-2.961684834,51.573778,2021,203000,28924,7.02
Wales,W06000023,Powys,-3.409923737,52.32562857,2021,215000,27368,7.86
Wales,W06000024,Merthyr Tydfil,-3.3606662,51.74007652,2021,124250,27163,4.57
